title,short_description,price
"Lenovo ThinkPad R40 38.1 cm (15"") 1024 x 768 pixels 0.25 GB DDR-SDRAM 40 GB AMD Mobility Radeon 7500 Windows XP Professional","ThinkPad R40, P M 1.4GHz, 256MB RAM, 40GB HDD, 15 XGA(1024x768) TFT LCD, 32MB ATI Radeon 7500, 24x10x24x/8x CD-RW/DVD, Wireless upgradeable(MPCI), Modem(CDC), 10/100 Ethernet(LOM), Secure Chip, 8 cell Li-Ion battery, WinXP Pro",
Acer R920 Memory board for 8 DIMM FBD 667 slot expander,,
APC AP9850 KVM cable 3.05 m,"KVM Cable for PC servers (PS/2, VGA) - 10 ft/2.5m",
"Samsung Galaxy A30s SM-A307F 16.3 cm (6.4"") Dual SIM 4G USB Type-C Black 4000 mAh","6.4"" Super AMOLED (1560x720), 1.8 GHz, 1.6 GHz, 25+5+8MP/16MP, Wi-Fi, Bluetooth 5.0, NFC, USB Type-C, microSD, 4000mAh, Android",
StarTech.com Slimline DB9 Serial Gender Changer - F/F,StarTech.com Slimline DB9 Serial Gender Changer - F/F,495.0
Brother Print Cartridge printer ribbon 150 pages,Print Cartridge,
ASUS Extreme N6800GT GDDR3,"Extreme N6800GT, PCI-E, 256MB DDR3 (256 bit), DVI-I, TV-out",
Canon C-EXV 8 Original 1 pc(s),"40000 pages, Magenta",19895.0
Whirlpool AFB825/A freezer Built-in Upright White 91 L,AFB 825/A - 14 Kg/24h - A,
APC SMART-UPS C LI-ON 500VA SHORT DEPTH 230V NETWORK CARD uninterruptible power supply (UPS) Line-Interactive 400 W,,
C2G 3m LC/SC Plenum-Rated Duplex 62.5/125 Multimode Fiber Patch Cable fibre optic cable Green,3m LC/SC Plenum-Rated Duplex 62.5/125 Multimode Fiber Patch Cable,
OKI C3530 Laser 600 x 1200 DPI 16 ppm A4,C3530 MFP,
Philips GoGear Flash audio player SA2125/02,"Your digital music on the move. With MP3, WMA music playback & FM radio. 2GB*.",
HP Worldwide AC adapter for PhotoSmart cameras power adapter/inverter,Worldwide AC adapter for PhotoSmart cameras,
ACT Audio connection cable 2x RCA male - 2x RCA male,Stereo Audio cable 2x Cinch Male - 2x Cinch Male 10.0m,
Freecom USB Memory 120GB USB flash drive 2.0 Silver,USB Memory 120GB,
StarTech.com 18in Single Drive Round Floppy Cable - Grey,StarTech.com 18in Single Drive Round Floppy Cable - Grey,1095.0
APC Symmetra LX module,Symmetra LX module CTO kit- UPS Frame,
HP Extended Life Battery,Extended Life Battery. 8-Cell,9995.0
StarTech.com SATA to Compact Flash SSD Adapter,StarTech.com SATA to Compact Flash SSD Adapter,3195.0
CHERRY G80-3000 keyboard USB QWERTZ German Gray,,13394.0
APC 7X24 Scheduling Upgrade from Existing Preventive Maintenance Service,,
HERMA 5577 self-adhesive label Multicolor Rectangle Permanent 6 pc(s),"School labels Racing cars, glittery",1995.0
"HP Pavilion 15-dk1013ur Notebook Black 39.6 cm (15.6"") 1920 x 1080 pixels 10th gen Intel® Core™ i5 16 GB DDR4-SDRAM 512 GB SSD NVIDIA® GeForce® GTX 1660 Ti Wi-Fi 5 (802.11ac) FreeDOS","Intel Core i5-10300H (2.5GHz), 16GB DDR4-SDRAM, 512GB SSD, 39.6 cm (15.6"") Full HD 1920 x 1080 IPS, NVIDIA GeForce GTX 1660 Ti (6GB GDDR6), LAN, WLAN, HP Wide Vision HD, FreeDOS",
Buffalo MiniStation Lite 500GB external hard drive Black,MiniStation Lite 500GB Black,
Kensington Slim Type - Mac keyboard USB,SlimType Keyboard - Mac - USB,
"Acer Extensa 5620-3A2G12Mi 39.1 cm (15.4"") 1280 x 800 pixels Intel® Core™2 Duo 2 GB DDR2-SDRAM 120 GB Intel® GMA X3100 Windows XP Professional","Genuine Windows® XP Professional, Intel® Core™ 2 Duo processor T5450 (1.66 GHz, 667 MHz FSB, 2 MB L2 cache), 15.4"" WXGA TFT LCD, Mobile Intel® Graphics Media Accelerator (GMA) X3100, 2048MB (2*1024MB) of DDR2 memory, 120 GB hard disk drive with enhanced DASP, 8X DVD-Super Multi double-layer drive, Gbit Ethernet, 802.11ABG WLAN, 5-in-1 card reader, 6 Cell Battery",
Tripp Lite Smart Pro line interactive UPS System uninterruptible power supply (UPS) 2200 VA 1700 W,Smart Pro line interactive UPS System - 2200 VA - 1700 W,
"Case Logic 15.4"" Reversible Laptop Sleeve red notebook case 39.1 cm (15.4"") Sleeve case","15.4"" Reversible Laptop Sleeve red",
C2G 20m USA LC/LC Duplex 62.5/125 Multimode Fiber Patch Cable fibre optic cable Orange,20m USA LC/LC Duplex 62.5/125 Multimode Fiber Patch Cable,
Freecom DataBar 1GB USB 2.0 2007 USB flash drive,DataBar 1GB USB 2.0 2007,
